id,text,label,emoji,tag
1119,vacations . <repeated> re imagined . <repeated> re engineered . <repeated> re born <user> . <repeated> coming soon . signup to gain access to our beta . <url>,0,,"<url>,<repeated>,<user>"
1120,"why is it so hard for people to cover their mouth when they cough ? <repeated> specially old people ! wtf , is not it common curtesy ? <hashtag> cover yo mouf </hashtag> <hashtag> nasty </hashtag>",0,,"<hashtag>,</hashtag>,<repeated>"
1121,<user> <user> <user> awesome ! and well deserved .,0,,<user>
1122,"everyone has got a selfie stick this year . i have had one for ages , just saying <hashtag> main steam </hashtag> <hashtag> trend setter </hashtag>",0,,"<hashtag>,</hashtag>"
1123,"stop trying to make me post my location , twitter . i do not want to post my location . stop .",0,,
1124,i keep telling my friends i am busy they need to stop blowing me up but they just can not stop <url>,1,,<url>
1125,i was really happy to hear that all of the <allcaps> nbc </allcaps> hockey talking heads pointed out ovechkin ' s strong corsi and <number> status this season .,1,,"</allcaps>,<allcaps>,<number>"
1126,"oh yeah , its official <hashtag> i m </hashtag> <hashtag> crazy </hashtag> <url>",0,,"<hashtag>,<url>,</hashtag>"
1127,<user> <user> yo boy ! you guys are know to keep the party mood going . <hashtag> ezone goa diaries </hashtag> . <url>,0,,"<hashtag>,<url>,</hashtag>,<user>"
1128,<user> it ' s the freshman semester of my first year . <repeated> <hashtag> oh anya </hashtag> <hashtag> finals amiright </hashtag>,0,,"<hashtag>,</hashtag>,<repeated>,<user>"
1129,<user> <user> whilst <hashtag> s labour </hashtag> <hashtag> blair mc dougal </hashtag> <hashtag> deputy dug </hashtag> recon its in <hashtag> melt down </hashtag> safe in <hashtag> better together </hashtag> of course . <repeated>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
1130,"well , my nmu computer just took a poop on me <annoyed> hopefully it will start back up later . <repeated> <hashtag> what do i expect </hashtag> <hashtag> nmu computers are the best </hashtag> 😑 😒",1,"😒,😑","<hashtag>,<annoyed>,<repeated>,</hashtag>"
1131,<hashtag> phill hughes </hashtag> <number> <hashtag> out </hashtag> we will miss u always respect for u <url>,0,,"<hashtag>,<url>,<number>,</hashtag>"
1132,photo 3 pc lace corset size small 2 xl price <money> leave size and email for invoice <url>,0,,"<url>,<money>"
1133,woohoo admitting someone who literally needs nothing but med refills ! <url>,0,,<url>
1134,fries with that <number> <hashtag> alabama state majors </hashtag>,0,,"<hashtag>,<number>,</hashtag>"
1135,<user> what ' s the opposite of a cheat day called ? because <allcaps> that </allcaps> ' s what i only have one of per week what he said .,0,,"</allcaps>,<allcaps>,<user>"
1136,<hashtag> sorry </hashtag> <hashtag> sorry </hashtag> i always do this . <repeated> <hashtag> can t </hashtag> <hashtag> help </hashtag> <hashtag> it </hashtag> <hashtag> i m </hashtag> <hashtag> an </hashtag> <hashtag> asshole </hashtag> <hashtag> like </hashtag> <hashtag> that </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
1137,i can not remember the last time i saw <number> bit integer in mainstream media ! <hashtag> software </hashtag> <hashtag> gangnam style </hashtag> <hashtag> geek </hashtag> <user> <url>,0,,"<url>,</hashtag>,<user>,<hashtag>,<number>"
1138,<allcaps> the world </allcaps> ' <allcaps> s biggest online job </allcaps> click and get started now ! <url>,0,,"<url>,</allcaps>,<allcaps>"
1139,done to much again <url>,1,,<url>
1140,oh this is back in <hashtag> advanced warfare </hashtag> <laugh> <hashtag> just cod thing </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<laugh>"
1141,how could he kill is best friend <hashtag> a </hashtag> true <hashtag> friend </hashtag>,0,,"<hashtag>,</hashtag>"
1142,oh the <user> . <user> you would not need to take to twitter to peddle piffle,1,,<user>
1143,just flossed and then ate right after <hashtag> inconvenient </hashtag>,1,,"<hashtag>,</hashtag>"
1144,<user> <user> until he becomes the most loved athlete in his new city .,0,,<user>
1145,"um , really <user> ? <hashtag> no thanks </hashtag> <hashtag> uva </hashtag> <url>",1,,"<hashtag>,<url>,</hashtag>,<user>"
1146,> <user> google drive review <url>,0,,"<url>,<user>"
1147,<user> <user> <user> is this your first visit to a comment section ?,0,,<user>
1148,<user> lol i hope that ' s a good kinda crazy,0,,<user>
1149,<user> <user> 😆 😆 he would get floored in one poke 🙈 ☺ ️ ☺ ️ 👌,0,"😆,🙈,☺,👌",<user>
1150,<user> i am getting to notifications though . i know we up but only by <number> . we playing bad ?,0,,"<number>,<user>"
1151,welsh devolution ? how ' s this for starters . <repeated> <url>,0,,"<url>,<repeated>"
1152,christmas music on the stair master <hashtag> sunday funday </hashtag>,1,,"<hashtag>,</hashtag>"
1153,and here we go <elongated> . <repeated> <allcaps> lol </allcaps> <hashtag> called it </hashtag> <hashtag> bandwagon </hashtag> <hashtag> houseisafeeling </hashtag> <hashtag> educate </hashtag> yourself kids <url> <url>,0,,"<url>,</allcaps>,<elongated>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
1154,<user> wow . <repeated> she really touched them with that tweet .,1,,"<repeated>,<user>"
1155,one things for sure <allcaps> ima </allcaps> make you all folks remember me .,0,,"</allcaps>,<allcaps>"
1156,<user> ask a liberal and he will tell you obama got us out of iraq and won the afghan war . <repeated> and no one ever died under his watch .,0,,"<repeated>,<user>"
1157,<percent> of my clothes are black . <hashtag> no shame </hashtag> 💣,0,,"<hashtag>,</hashtag>,<percent>"
1158,well it ' s always a good time losing at the bay . <repeated> <user> <user> <user>,1,,"<repeated>,<user>"
1159,why the fuck is twitter telling me to follow myself in following someone ? ! <repeated> <url>,0,,"<url>,<repeated>"
1160,i picked a great week to start a new show on netflix . <hashtag> hell on wheels </hashtag>,1,,"<hashtag>,</hashtag>"
1161,. <repeated> <user> slaying in igloo australia ' s home country lol rt > <user> nicki is <allcaps> slaying </allcaps> new zealand ! <url>,1,,"<url>,</allcaps>,<allcaps>,<user>,<repeated>"
1162,<user> <user> indeed two people from the opposite political divide not slinging insults . what is twitter coming to,0,,<user>
1163,looking forward to new year <laugh>,0,,<laugh>
1164,your delusion that people are being killed cuz obama black is the myth <user> <user> <user> <user> <user>,0,,<user>
1165,whoops . did not know i had to live up to other people ' s expectations instead of mine . let me just fix that . <hashtag> soz </hashtag>,1,,"<hashtag>,</hashtag>"
1166,image via we heart it <url> <hashtag> boy </hashtag> <hashtag> funny </hashtag> <hashtag> girl </hashtag> <hashtag> k </hashtag> <hashtag> mad </hashtag> <hashtag> ok </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
1167,i need a misadventure form because i broke my hand practising and rewriting this english essay <number> times,1,,<number>
1168,"standard christmas newsfeed . diamonds everywhere , everyone ' s engaged . congratulations . <hashtag> original </hashtag> <hashtag> christmas </hashtag> <hashtag> engaged </hashtag>",1,,"<hashtag>,</hashtag>"
1169,<user> <user> real tough to whoop dungeys ass,1,,<user>
1170,"with dropping oil prices , thank goodness <hashtag> pm harper </hashtag> has worked so hard trying to tie our economy to the oil and gas sector . <hashtag> cdn poli </hashtag>",1,,"<hashtag>,</hashtag>"
1171,"if loose lips sink ships , then loose tweets sink fleets . ? <allcaps> nasni </allcaps> theatre in coronado , ca <url>",1,,"<url>,</allcaps>,<allcaps>"
1172,thechicago firehouse restaurant goes up in flames . <hashtag> chicago </hashtag> <hashtag> fire </hashtag> <hashtag> cfd </hashtag> <hashtag> working press </hashtag> <hashtag> cbs </hashtag> <hashtag> wbbm </hashtag> . <repeated> <url>,1,,"<hashtag>,<url>,</hashtag>,<repeated>"
1173,<user> yay another outage in less than <number> hours . keep up the good work !,1,,"<number>,<user>"
1174,<user> <user> <user> that is fine company !,0,,<user>
1175,nailed it <hashtag> yes i m reading this book </hashtag> <hashtag> cats of instagram </hashtag> <hashtag> cat stagram </hashtag> <hashtag> i love my cat </hashtag> <hashtag> paw project </hashtag> . <repeated> <url>,1,,"<hashtag>,<url>,</hashtag>,<repeated>"
1176,staying <hashtag> casual </hashtag> <hashtag> monday </hashtag> <hashtag> fun day </hashtag> <hashtag> ootd </hashtag> <hashtag> fashion </hashtag> <hashtag> style </hashtag> <hashtag> all you need is style </hashtag> <hashtag> todayimwearing </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
1177,funny your the broken one now im the only one who needed saving .,1,,
1178,<user> but if we all hold hands and sing kumbaya they will not hate us !,1,,<user>
1179,makes perfect sense to get mad about something that happen <number> years ago .,1,,<number>
1180,"<user> mostly <allcaps> lrs </allcaps> stores , just depends on who gets what . i ' d say i tend to split between <user> and <user>",0,,"</allcaps>,<allcaps>,<user>"
1181,<user> only children at home status . woohoo is not it fun . <repeated> 😒 😔,1,"😔,😒","<repeated>,<user>"
1182,<user> to finally win the champs league . <repeated> no teams are that good this year and we have got a solid draw <hashtag> banter </hashtag> <hashtag> still going out </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
1183,"yeah , the prom is the most important event in your life",1,,
1184,thanks <user> for taking down <url> < <number> we all love you for this < <number>,1,,"<url>,<number>,<user>"
1185,nice friendly drivers <user> never get on a bus with a <money> note mate what a way to make you feel welcome !,1,,"<money>,<user>"
1186,"<user> be more narrow with that knife , you might just find the target to answer that . sarcastic .",0,,<user>
1187,fuse blown in the media room ! too much hallway vacuuming . chaos about to break loose . <hashtag> can cup </hashtag>,1,,"<hashtag>,</hashtag>"
1188,can not wait to see that he has not talked to me and that he will never do it .,1,,
1189,i am kinda missing summer <user> . . . <hashtag> summer </hashtag> <hashtag> 2 o14 </hashtag> <hashtag> bestie </hashtag> <hashtag> alena </hashtag> <hashtag> best friend </hashtag> <hashtag> idek </hashtag> <hashtag> we </hashtag> <hashtag> cool </hashtag> <hashtag> chips </hashtag> <hashtag> food </hashtag> <hashtag> follow me </hashtag> <hashtag> i foll </hashtag> . <repeated>,0,,"<hashtag>,</hashtag>,<repeated>,<user>"
1190,<number> w crawling at <time> . great start to thursday . <hashtag> cl etraffic </hashtag> <hashtag> cleveland </hashtag> <hashtag> traffic </hashtag>,0,,"<hashtag>,<number>,</hashtag>,<time>"
1191,stinker of a day . <repeated> nothing has gone right . got worse as the day went on . <repeated> <hashtag> ah <elongated> </hashtag> <hashtag> depression </hashtag> <hashtag> cant wait for tomorrow </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>,<repeated>"
1192,race <number> at sandown dogs tonight sponsored by dandenong budgie club hope that ' s a joke . love a seat at that table <hashtag> nerds </hashtag> <hashtag> get a life </hashtag>,1,,"<hashtag>,<number>,</hashtag>"
1193,<user> haha cannot wait for monday at it ' s best . <repeated> cheers,1,,"<repeated>,<user>"
1194,"buzzing about going home tonight , back for a month",0,,
1195,i already can not wait for julia to come back .,0,,
1196,another one of our support vehicles modified for iceland service . <hashtag> bigfoot </hashtag> <hashtag> landrover </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
1197,<user> i am good at banter . <repeated> 😂 😂 😂,0,😂,"<repeated>,<user>"
1198,<user> ben were you going to pick up your pizzas today ?,0,,<user>
1199,<user> continuing with that wonderful customer service ?,1,,<user>
1200,finals week plus hearing that my grandma is in the <allcaps> icu </allcaps> amazing <hashtag> let me go home </hashtag>,1,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
1201,"work done , gym done , steak for tea and friday tomorrow <hashtag> woohoo </hashtag> 😃 👍",0,"😃,👍","<hashtag>,</hashtag>"
1202,"<user> <hashtag> sc 3 stars </hashtag> <allcaps> cardale jones </allcaps> . third string qb , big 10 champion and <allcaps> mvp </allcaps> .",0,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
1203,friday morning lecture on blood 😍 😍 😍 😍 😍 😍,1,😍,
1204,it seems that erdogan sends his best regards to the eu,1,,
1205,"i love dating shows ! my favourite is strictly come dancing , so good when it works out for them !",1,,
1206,be blessed friends . merry christmas to all !,0,,
1207,<user> i try to imagine . it ' s confusing .,0,,<user>
1208,so let me get this straight he was going to sign with <allcaps> ufc </allcaps> no matter what wifey said ? <hashtag> happy marriage </hashtag>,1,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
1209,one from her please cries <emphasis> <url>,0,,"<emphasis>,<url>"
1210,<user> let us go workout ! that jiggle is not going to jiggle itself away <hashtag> things you say to your best friend </hashtag> this is so us <user>,1,,"<hashtag>,</hashtag>,<user>"
1211,<user> <user> so is he banded from wearing the clothes ? <hashtag> karma </hashtag>,1,,"<hashtag>,</hashtag>,<user>"
1212,finding it quite funny that gillette soccer saturday on sky are complaining that there are not enough games on at <time> saturday,1,,<time>
1213,<user> what ' s the rush ? his leg is still attached right ? <hashtag> dr </hashtag> . dabo,1,,"<hashtag>,</hashtag>,<user>"
1214,the quest for <hashtag> go supersonic </hashtag> tickets continue,0,,"<hashtag>,</hashtag>"
1215,in <hashtag> iowa </hashtag> . anti union governor <hashtag> branstad </hashtag> having inauguration and ball at <hashtag> community choice </hashtag> credit union center . a slap to <hashtag> afscme </hashtag> <hashtag> homan </hashtag>,1,,"<hashtag>,</hashtag>"
1216,that ' s always a great way to boost self esteem,1,,
1217,we prefer to lose the derby vs <hashtag> su c </hashtag> and fight for ligna trophy .,1,,"<hashtag>,</hashtag>"
1218,wish i was still in bed with <user> 💗 <hashtag> i could sleep forever right now </hashtag> 🔫 😞,0,"🔫,😞","<hashtag>,</hashtag>,<user>"
